L1FLnI_12q21.31da::chr12:84038142-84047307(-)	1
L1FLnI_7q11.23d::chr7:77084014-77094184(-)	1
L1FLnI_8q23.3m::chr8:112820142-112828910(-)	1
L1FLnI_6q22.31da::chr6:122952436-122961169(+)	1
L1FLnI_5q21.3n::chr5:107153986-107164356(+)	1
L1FLnI_Xq22.1k::chrX:99480030-99488908(-)	7
L1FLnI_7p14.3x::chr7:34199732-34209777(-)	1
L1FLnI_17q11.1b::chr17:26732275-26742369(+)	2
L1FLnI_3q13.13u::chr3:110631516-110641551(-)	1
L1FLnI_22q11.1o::chr22:17020633-17030769(+)	1
L1FLnI_8q23.3q::chr8:113979147-113987809(+)	1
L1FLnI_3q23r::chr3:141134864-141144979(-)	1
L1FLnI_16p12.3g::chr16:18604551-18614693(+)	1
L1FLnI_Xq13.3va::chrX:76263906-76273929(+)	1
L1FLnI_Xp11.21xa::chrX:56489034-56499084(-)	1
L1FLnI_13q31.2a::chr13:87227132-87239144(-)	1
L1FLnI_6q21aa::chr6:112913866-112923818(-)	3
L1FLnI_Xq13.2ma::chrX:74686838-74696991(-)	1
L1FLnI_4p16.1h::chr4:10847644-10858405(-)	1
L1FLnI_Xq27.2b::chrX:141536674-141546599(-)	1
L1FLnI_6p22.1j::chr6:30080089-30090125(-)	1
L1FLnI_18q12.2b::chr18:35146531-35156129(-)	1
L1FLnI_4q26oa::chr4:118776593-118786742(-)	1
L1FLnI_4p15.1m::chr4:32360076-32370080(-)	1
L1FLnI_9p11.1b::chr9:42542551-42551065(-)	1
L1FLnI_18q12.3n::chr18:43980486-43990886(+)	1
L1FLnI_3q22.1v::chr3:133170207-133180318(+)	1
L1FLnI_16p12.3e::chr16:17902926-17913064(+)	1
L1FLnI_5q12.3l::chr5:64933591-64944076(-)	1
L1FLnI_2q14.1w::chr2:117355798-117365848(+)	1
L1FLnI_3q26.2j::chr3:170924415-170933770(-)	1
L1FLnI_14q21.1ha::chr14:40322708-40332735(+)	1
L1FLnI_Xq21.33ea::chrX:96338752-96347280(-)	2
L1FLnI_13q14.3u::chr13:54280876-54291256(-)	1
L1FLnI_8q21.13b::chr8:74942138-74952178(-)	1
L1FLnI_12q21.32n::chr12:87198552-87209888(+)	1
L1FLnI_15q11.2a::chr15:20625351-20635738(+)	1
L1FLnI_5q31.1g::chr5:131887211-131897238(-)	1
L1FLnI_13q33.3f::chr13:107937182-107946587(+)	1
L1FLnI_8q24.13b::chr8:121997771-122007745(+)	1
L1FLnI_21p11.2q::chr21:10766253-10776306(+)	1
L1FLnI_3q22.1da::chr3:133723175-133733311(-)	1
L1FLnI_4p15.31j::chr4:18488258-18497054(+)	1
L1FLnI_3q22.2e::chr3:135024710-135034749(-)	1
L1FLnI_9q34.3::chr9:138323715-138334137(-)	8
L1FLnI_1p12q::chr1:118634254-118644415(+)	2
L1FLnI_15q13.2a::chr15:30239861-30249898(-)	1
L1FLnI_5q14.2f::chr5:82866361-82876288(-)	1
L1FLnI_5q22.3a::chr5:114017459-114027882(+)	1
L1FLnI_1p21.3l::chr1:95968446-95978868(-)	1
L1FLnI_3q13.32j::chr3:119041633-119051649(+)	1
L1FLnI_Xq26.1l::chrX:131159057-131168388(-)	1
L1FLnI_4q13.3pa::chr4:73627406-73639343(+)	1
L1FLnI_11p14.1l::chr11:28786893-28795995(-)	1
L1FLnI_1q24.3j::chr1:172428116-172438244(+)	1
L1FLnI_7q21.11i::chr7:79642817-79652253(-)	1
L1FLnI_9q21.32f::chr9:82751311-82761366(-)	1
L1FLnI_2q24.1j::chr2:155588684-155597555(+)	1
L1FLnI_13q14.3p::chr13:52564352-52573415(-)	2
L1FLnI_Xq27.1b::chrX:139004362-139014387(+)	1
L1FLnI_9p21.3ba::chr9:24224177-24234170(-)	1
L1FLnI_11q24.2m::chr11:127359662-127369719(+)	1
L1FLnI_4q13.1ea::chr4:61640780-61650803(-)	1
L1FLnI_7p14.1u::chr7:42793455-42802841(+)	1
L1FLnI_5q34e::chr5:160757136-160766837(+)	1
L1FLnI_5p13.2ba::chr5:37642064-37651366(-)	1
L1FLnI_2q35r::chr2:220406717-220416484(-)	1
L1ORF2_Xp22.13::chrX:18103892-18111931(+)	4
L1FLnI_20p11.23g::chr20:18873364-18883662(-)	1
L1FLnI_17q24.2b::chr17:68998631-69008648(-)	1
L1FLnI_12q23.1y::chr12:99480542-99489955(-)	1
L1FLnI_7p14.3f::chr7:31139005-31150624(-)	1
L1FLnI_4p15.1p::chr4:32652268-32661615(-)	1
L1FLnI_12q23.1h::chr12:97199847-97209661(+)	1
L1FLnI_8p12t::chr8:33896562-33905235(-)	1
L1FLnI_8q21.2l::chr8:84615071-84625123(-)	1
L1FLnI_9p11.2h::chr9:42033783-42042741(+)	1
L1FLnI_9q22.33f::chr9:97944862-97955018(-)	1
L1FLnI_3q13.2c::chr3:111752151-111762249(-)	1
L1FLnI_13q14.13b::chr13:45634672-45645129(-)	1
